leak_area_number,ID,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
0,J-1,0.198902,0.170738,0.176105,0.236187,0.244572,0.259014,0.304745,0.32262,0.323902,0.305225,0.18269,0.323711,0.0402794,0.842087,-0.262371,1.04033,-0.396755,1.09178,-0.38979,1.05685,-0.34444,1.08347,-0.153835,0.89267,-0.147274
0,J-10,0.0916748,0.053566,-0.253807,-0.188522,-0.139122,-0.101776,-0.139626,-0.0882568,-0.0372696,-0.0130386,0.000434875,-0.00424194,-0.0228424,0.0620422,0.0782166,0.0774384,0.0995636,0.11113,0.110512,0.132118,0.125854,0.141823,0.149574,0.158707,0.163223
0,J-1008,0.0624237,0.0546341,0.0458984,0.0896072,0.0998917,0.114853,0.160156,0.203278,0.206436,0.19323,0.0264969,0.233604,-0.165878,0.880997,-0.518211,1.09709,-0.667915,1.14928,-0.638336,1.10975,-0.564575,1.12467,-0.452271,1.00544,-0.41349
0,J-1011,0.0903893,0.0712547,0.0701752,0.118858,0.126209,0.138336,0.183353,0.202858,0.202599,0.186554,0.0532646,0.20882,-0.0999794,0.762089,-0.423542,0.970585,-0.562038,1.02425,-0.552113,0.986485,-0.497005,1.01215,-0.304039,0.823669,-0.292828
0,J-1038,0.161423,0.121956,0.0918121,0.152508,0.160637,0.170914,0.21006,0.234489,0.225204,0.210411,0.049202,0.242443,-0.131435,0.866459,-0.475384,1.08123,-0.622421,1.13004,-0.603943,1.08028,-0.532547,1.09926,-0.376579,0.997856,-0.327644
0,J-1048,0.110596,0.0874977,0.0916367,0.148811,0.154919,0.166122,0.209522,0.219608,0.218174,0.198303,0.0836868,0.214821,-0.0504875,0.719509,-0.343933,0.91753,-0.475716,0.961033,-0.461845,0.904091,-0.410343,0.942024,-0.232101,0.785484,-0.227367
0,J-1059,0.554771,0.501961,0.469269,0.533539,0.553329,0.579224,0.634613,0.701759,0.708496,0.688499,0.516808,0.72937,0.320801,1.35964,-0.0117264,1.55864,-0.156006,1.61156,-0.1241,1.57115,-0.0535355,1.57897,0.0364227,1.4424,0.0723114
0,J-1084,0.0759506,0.0580063,-0.333252,-0.186485,-0.131813,-0.0919037,-0.11953,-0.0710983,-0.0193176,0.00143433,0.00961304,0.0150452,0.0291595,0.0693817,0.113708,0.0909195,0.128593,0.132324,0.13942,0.158875,0.159348,0.17318,0.18589,0.194511,0.205978
0,J-1094,0.102875,0.077919,-0.307236,-0.169556,-0.114937,-0.0750732,-0.0987015,-0.0495911,0.00479126,0.0226974,0.0267487,0.03582,0.0404282,0.0984192,0.142258,0.116631,0.151878,0.16037,0.162888,0.187874,0.181999,0.201523,0.21405,0.217247,0.230896
0,J-1120,0.12685,0.0944366,0.077179,0.12598,0.132553,0.141258,0.179993,0.192627,0.186996,0.175179,0.0406265,0.191425,-0.124462,0.784237,-0.496056,1.02707,-0.653992,1.07437,-0.641617,1.02322,-0.579552,1.04022,-0.421421,0.914337,-0.383179
