0.444829,0.426195,0.449174,0.473868,0.489021,0.55835,0.456966,0.0991192,0.364578,0.423606,0.474503,0.515699,0.551273,0.578397,0.609408,0.641953,-1.02027,-0.6044,-0.241239,-0.177193,-0.133236,-0.101181,-0.16283,-0.178719,0.261534
0.843794,0.876008,0.922877,0.987763,1.07495,1.54577,1.76132,1.67403,2.11738,2.22868,2.298,2.33359,2.35231,2.34412,2.36002,2.38912,1.02072,1.28491,1.69874,1.86624,1.93811,1.9249,1.39506,1.09287,1.43216
0.0752422,0.0970545,0.148453,0.176756,0.206725,0.238115,0.294699,0.230081,0.197928,0.239763,0.274828,0.309141,0.343896,0.37927,0.414709,0.450022,-0.213964,-0.333837,-0.343324,-0.309939,-0.274957,-0.235349,-0.18149,-0.121067,-0.059571
0.477669,0.510057,0.539934,0.567324,0.591251,0.512491,0.56231,0.335299,0.658509,0.739856,0.799693,0.840748,0.872014,0.88781,0.91467,0.947396,-0.973269,-0.31606,0.101042,0.198056,0.250658,0.26882,0.0498753,-0.0625229,0.382883
0.107499,0.150262,0.119508,0.132031,0.150649,0.176063,0.22014,0.113429,0.181271,0.222868,0.261376,0.297733,0.333155,0.367102,0.400228,0.433976,-1.75753,-0.532862,-0.480962,-0.442953,-0.402632,-0.362766,-0.315828,-0.257959,-0.0299727
0.100949,0.143894,0.113138,0.125641,0.144251,0.169542,0.212808,0.106488,0.174269,0.215951,0.254565,0.291025,0.326569,0.360647,0.393894,0.427772,-1.80301,-0.540047,-0.488301,-0.450278,-0.409911,-0.369987,-0.322867,-0.264898,-0.0371657
0.22453,0.247774,0.235839,0.289705,0.32395,0.34391,0.385298,0.025266,0.220316,0.273681,0.321817,0.363854,0.401339,0.434826,0.468626,0.501617,-3.0261,-0.731761,-0.392061,-0.352111,-0.314907,-0.274509,-0.232652,-0.185057,0.237971
0.339091,0.394816,0.348331,0.361452,0.377321,0.38802,0.319893,0.12883,0.356604,0.413694,0.462227,0.502886,0.539979,0.571161,0.601738,0.633416,-1.50544,-0.668669,-0.407718,-0.3413,-0.266675,-0.22613,-0.237511,-0.229412,0.227386
0.126709,0.189469,0.126162,0.146603,0.166576,0.189204,0.237735,0.046303,0.196202,0.239031,0.280435,0.318284,0.35547,0.389207,0.422717,0.456497,-2.26097,-0.754926,-0.515094,-0.468163,-0.427784,-0.389354,-0.362901,-0.303757,0.110312
0.322488,0.400851,0.35256,0.33755,0.332711,0.33073,0.273637,0.121895,0.273942,0.339654,0.39298,0.438172,0.478316,0.513814,0.543521,0.573444,-1.35699,-0.595666,-0.415203,-0.367522,-0.332313,-0.299828,-0.295384,-0.233666,0.159595
0.304092,0.376939,0.334639,0.322244,0.317348,0.316259,0.270949,0.0972082,0.264341,0.327581,0.38021,0.425311,0.465895,0.50185,0.532503,0.563482,-1.93758,-0.646735,-0.445628,-0.397471,-0.361901,-0.328476,-0.321018,-0.239072,0.146018
0.0249153,0.0727722,0.089366,0.114037,0.143784,0.174581,0.217607,0.178076,0.143047,0.19068,0.229303,0.26545,0.300565,0.335172,0.369433,0.40394,-0.123999,-0.352337,-0.407861,-0.370692,-0.333095,-0.293657,-0.248367,-0.200599,-0.117678
2.77182,2.72735,2.7237,2.69445,2.62235,1.05612,1.47107,1.43066,1.88982,2.00984,2.0829,2.11931,2.13746,2.12659,2.14183,2.17159,0.279199,0.992713,1.47369,1.65126,1.72596,1.71015,1.14208,0.814132,1.16058
0.201637,0.227269,0.213459,0.267733,0.302208,0.323307,0.367327,0.00809177,0.202474,0.255921,0.30421,0.346587,0.384458,0.418496,0.452662,0.485981,-3.62635,-0.777419,-0.413982,-0.374057,-0.336943,-0.295812,-0.249913,-0.199451,0.225796
0.334293,0.384849,0.339846,0.358868,0.377397,0.387584,0.319035,0.129713,0.341037,0.401716,0.451233,0.49226,0.52899,0.560211,0.590082,0.620781,-0.79439,-0.601516,-0.384954,-0.336523,-0.285637,-0.243735,-0.251924,-0.221411,0.215465
0.141503,0.203592,0.141684,0.161894,0.182272,0.204309,0.244515,0.0530161,0.209077,0.252705,0.294458,0.332339,0.369318,0.402675,0.4358,0.469243,-2.05994,-0.741413,-0.502963,-0.454494,-0.413114,-0.374998,-0.352629,-0.299559,0.119184
0.113106,0.157881,0.113736,0.126309,0.143135,0.16547,0.209351,0.0832661,0.177003,0.218916,0.258517,0.295766,0.331922,0.366251,0.399386,0.433035,-2.22597,-0.586637,-0.516329,-0.48177,-0.44028,-0.399862,-0.348914,-0.287097,-0.00239603
0.342724,0.424548,0.371777,0.35768,0.354245,0.351699,0.302526,0.16036,0.293639,0.353561,0.408107,0.453766,0.493682,0.529055,0.558075,0.587118,-0.912066,-0.529177,-0.365484,-0.318897,-0.283704,-0.251639,-0.248474,-0.213302,0.185121
0.197752,0.22283,0.2565,0.27667,0.302145,0.333339,0.377065,0.320996,0.298928,0.343798,0.380006,0.414028,0.447345,0.48034,0.51282,0.545327,-0.0245564,-0.239452,-0.220084,-0.18755,-0.15362,-0.115866,-0.0673689,-0.0191256,0.0492328
0.213762,0.237869,0.226174,0.279809,0.313817,0.333594,0.374083,0.0120281,0.207422,0.260845,0.309103,0.351348,0.389076,0.422867,0.456878,0.490078,-3.36786,-0.760744,-0.405956,-0.365862,-0.328645,-0.287906,-0.244111,-0.195028,0.228506
0.341639,0.42182,0.369952,0.352659,0.346239,0.342995,0.271303,0.127038,0.289281,0.356312,0.410617,0.456384,0.496671,0.532034,0.561448,0.591205,-1.36592,-0.590494,-0.409492,-0.362855,-0.32839,-0.295816,-0.290503,-0.234232,0.164546
0.327663,0.409972,0.356265,0.338697,0.332733,0.329284,0.260021,0.120367,0.271443,0.33961,0.39414,0.439969,0.480196,0.515573,0.544771,0.574239,-1.16403,-0.583378,-0.411747,-0.365648,-0.331328,-0.299071,-0.294255,-0.24913,0.153204
0.222541,0.246146,0.281069,0.301182,0.326596,0.357811,0.402157,0.346045,0.323875,0.368895,0.404977,0.438811,0.471889,0.504604,0.536826,0.569093,0.0162575,-0.21107,-0.190847,-0.158311,-0.124449,-0.086826,-0.0389713,0.00890453,0.0764039
0.77307,0.795651,0.820235,0.841232,0.855294,0.804581,0.997043,0.788619,1.1458,1.23016,1.28992,1.32827,1.35563,1.36547,1.38909,1.41999,-0.142129,0.22283,0.617033,0.730186,0.7873,0.798457,0.50744,0.33978,0.758856
0.223641,0.247107,0.234919,0.288871,0.323146,0.343179,0.384089,0.0239165,0.21918,0.272639,0.320839,0.362945,0.400489,0.434049,0.467907,0.500974,-3.18364,-0.739214,-0.392982,-0.352753,-0.315485,-0.274996,-0.232927,-0.184956,0.237242
0.342434,0.397406,0.35066,0.365192,0.382064,0.392825,0.324683,0.134385,0.35899,0.416546,0.465143,0.505755,0.54267,0.573749,0.604077,0.635454,-1.27335,-0.64667,-0.39887,-0.340399,-0.2648,-0.223556,-0.235089,-0.224375,0.230564
